GRID_ID,topic,x_label,y_label,x_val,y_val,bivar_class,color
Y-8,Safety,Safety marks,Night Lights,25,0.49,3-1,#be64ac
S-9,Safety,Safety marks,Night Lights,5,0.59,2-2,#a5b4c2
AJ-14,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
T-6,Safety,Safety marks,Night Lights,4,0.45,2-1,#dfb0d6
P-25,Safety,Safety marks,Night Lights,0,0.47,1-1,#e8e8e8
V-17,Safety,Safety marks,Night Lights,14,0.73,3-3,#3b4994
Z-11,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
X-19,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AE-17,Safety,Safety marks,Night Lights,1,0.6,2-2,#a5b4c2
Z-7,Safety,Safety marks,Night Lights,25,0.34,3-1,#be64ac
R-9,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
AB-10,Safety,Safety marks,Night Lights,161,0.5,3-1,#be64ac
AJ-12,Safety,Safety marks,Night Lights,1,0.7,2-3,#5698b9
M-24,Safety,Safety marks,Night Lights,0,0.63,1-3,#5ac8c8
M-13,Safety,Safety marks,Night Lights,2,0.61,2-3,#5698b9
R-20,Safety,Safety marks,Night Lights,211,0.42,3-1,#be64ac
AB-18,Safety,Safety marks,Night Lights,2,0.7,2-3,#5698b9
Y-13,Safety,Safety marks,Night Lights,99,0.45,3-1,#be64ac
U-19,Safety,Safety marks,Night Lights,75,0.43,3-1,#be64ac
K-16,Safety,Safety marks,Night Lights,8,0.42,2-1,#dfb0d6
X-13,Safety,Safety marks,Night Lights,98,0.43,3-1,#be64ac
L-25,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
U-20,Safety,Safety marks,Night Lights,23,0.75,3-3,#3b4994
P-17,Safety,Safety marks,Night Lights,9,0.53,2-2,#a5b4c2
I-14,Safety,Safety marks,Night Lights,34,0.41,3-1,#be64ac
AH-15,Safety,Safety marks,Night Lights,0,0.57,1-2,#ace4e4
I-7,Safety,Safety marks,Night Lights,0,0.65,1-3,#5ac8c8
G-8,Safety,Safety marks,Night Lights,0,0.39,1-1,#e8e8e8
X-3,Safety,Safety marks,Night Lights,1,0.54,2-2,#a5b4c2
O-11,Safety,Safety marks,Night Lights,22,0.46,3-1,#be64ac
Q-15,Safety,Safety marks,Night Lights,0,0.63,1-3,#5ac8c8
Q-8,Safety,Safety marks,Night Lights,5,0.41,2-1,#dfb0d6
U-8,Safety,Safety marks,Night Lights,73,0.5,3-1,#be64ac
I-8,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
L-10,Safety,Safety marks,Night Lights,1,0.81,2-3,#5698b9
AE-15,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
AE-16,Safety,Safety marks,Night Lights,2,0.26,2-1,#dfb0d6
AD-9,Safety,Safety marks,Night Lights,26,0.5,3-1,#be64ac
Z-16,Safety,Safety marks,Night Lights,15,0.61,3-3,#3b4994
W-3,Safety,Safety marks,Night Lights,2,0.54,2-2,#a5b4c2
U-22,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
J-17,Safety,Safety marks,Night Lights,2,0.48,2-1,#dfb0d6
AF-12,Safety,Safety marks,Night Lights,15,0.59,3-2,#8c62aa
L-22,Safety,Safety marks,Night Lights,0,0.88,1-3,#5ac8c8
P-7,Safety,Safety marks,Night Lights,0,0.61,1-2,#ace4e4
AF-20,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
AI-7,Safety,Safety marks,Night Lights,1,0.41,2-1,#dfb0d6
AK-16,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
AM-11,Safety,Safety marks,Night Lights,0,0.83,1-3,#5ac8c8
S-21,Safety,Safety marks,Night Lights,1,0.78,2-3,#5698b9
W-13,Safety,Safety marks,Night Lights,74,0.4,3-1,#be64ac
AI-14,Safety,Safety marks,Night Lights,1,0.74,2-3,#5698b9
K-11,Safety,Safety marks,Night Lights,4,0.45,2-1,#dfb0d6
S-6,Safety,Safety marks,Night Lights,2,0.63,2-3,#5698b9
R-17,Safety,Safety marks,Night Lights,46,0.46,3-1,#be64ac
S-5,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
Z-17,Safety,Safety marks,Night Lights,37,0.45,3-1,#be64ac
AD-6,Safety,Safety marks,Night Lights,0,0.57,1-2,#ace4e4
N-7,Safety,Safety marks,Night Lights,0,0.53,1-2,#ace4e4
AB-17,Safety,Safety marks,Night Lights,41,0.6,3-2,#8c62aa
X-9,Safety,Safety marks,Night Lights,47,0.61,3-3,#3b4994
L-13,Safety,Safety marks,Night Lights,19,0.58,3-2,#8c62aa
Z-8,Safety,Safety marks,Night Lights,8,0.43,2-1,#dfb0d6
Z-6,Safety,Safety marks,Night Lights,57,0.37,3-1,#be64ac
L-20,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
AD-15,Safety,Safety marks,Night Lights,14,0.55,3-2,#8c62aa
F-15,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
AA-20,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
V-7,Safety,Safety marks,Night Lights,3,0.65,2-3,#5698b9
AA-15,Safety,Safety marks,Night Lights,15,0.51,3-2,#8c62aa
R-21,Safety,Safety marks,Night Lights,9,0.51,2-2,#a5b4c2
AA-18,Safety,Safety marks,Night Lights,5,0.72,2-3,#5698b9
O-15,Safety,Safety marks,Night Lights,3,0.58,2-2,#a5b4c2
T-21,Safety,Safety marks,Night Lights,6,0.68,2-3,#5698b9
L-11,Safety,Safety marks,Night Lights,15,0.52,3-2,#8c62aa
X-15,Safety,Safety marks,Night Lights,6,0.5,2-1,#dfb0d6
I-9,Safety,Safety marks,Night Lights,0,0.64,1-3,#5ac8c8
O-24,Safety,Safety marks,Night Lights,2,0.7,2-3,#5698b9
AI-12,Safety,Safety marks,Night Lights,1,0.6,2-2,#a5b4c2
L-23,Safety,Safety marks,Night Lights,0,0.88,1-3,#5ac8c8
J-7,Safety,Safety marks,Night Lights,0,0.83,1-3,#5ac8c8
AI-13,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
AH-13,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
AA-16,Safety,Safety marks,Night Lights,6,0.64,2-3,#5698b9
N-14,Safety,Safety marks,Night Lights,13,0.67,3-3,#3b4994
V-18,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
N-23,Safety,Safety marks,Night Lights,5,0.54,2-2,#a5b4c2
Q-17,Safety,Safety marks,Night Lights,14,0.49,3-1,#be64ac
AK-18,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
I-11,Safety,Safety marks,Night Lights,0,0.54,1-2,#ace4e4
N-8,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AA-12,Safety,Safety marks,Night Lights,0,0.35,1-1,#e8e8e8
AE-13,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
S-23,Safety,Safety marks,Night Lights,11,0.69,3-3,#3b4994
H-13,Safety,Safety marks,Night Lights,2,0.67,2-3,#5698b9
AC-11,Safety,Safety marks,Night Lights,47,0.46,3-1,#be64ac
T-11,Safety,Safety marks,Night Lights,161,0.2,3-1,#be64ac
F-14,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
Z-15,Safety,Safety marks,Night Lights,17,0.5,3-1,#be64ac
J-15,Safety,Safety marks,Night Lights,4,0.56,2-2,#a5b4c2
Y-10,Safety,Safety marks,Night Lights,21,0.43,3-1,#be64ac
AD-12,Safety,Safety marks,Night Lights,31,0.55,3-2,#8c62aa
U-15,Safety,Safety marks,Night Lights,74,0.41,3-1,#be64ac
L-14,Safety,Safety marks,Night Lights,5,0.73,2-3,#5698b9
AE-5,Safety,Safety marks,Night Lights,2,0.53,2-2,#a5b4c2
AH-7,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
AA-17,Safety,Safety marks,Night Lights,168,0.43,3-1,#be64ac
R-15,Safety,Safety marks,Night Lights,27,0.25,3-1,#be64ac
AA-10,Safety,Safety marks,Night Lights,22,0.63,3-3,#3b4994
U-13,Safety,Safety marks,Night Lights,84,0.4,3-1,#be64ac
AJ-8,Safety,Safety marks,Night Lights,0,0.48,1-1,#e8e8e8
Y-3,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
P-18,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
L-18,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
AL-19,Safety,Safety marks,Night Lights,0,0.45,1-1,#e8e8e8
I-13,Safety,Safety marks,Night Lights,70,0.48,3-1,#be64ac
M-16,Safety,Safety marks,Night Lights,15,0.64,3-3,#3b4994
S-17,Safety,Safety marks,Night Lights,6,0.6,2-2,#a5b4c2
W-10,Safety,Safety marks,Night Lights,85,0.5,3-1,#be64ac
W-8,Safety,Safety marks,Night Lights,41,0.53,3-2,#8c62aa
T-12,Safety,Safety marks,Night Lights,438,0.31,3-1,#be64ac
AG-7,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
X-11,Safety,Safety marks,Night Lights,15,0.48,3-1,#be64ac
O-6,Safety,Safety marks,Night Lights,2,0.55,2-2,#a5b4c2
T-22,Safety,Safety marks,Night Lights,2,0.49,2-1,#dfb0d6
O-23,Safety,Safety marks,Night Lights,1,0.62,2-3,#5698b9
K-8,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
AE-12,Safety,Safety marks,Night Lights,4,0.51,2-1,#dfb0d6
Q-26,Safety,Safety marks,Night Lights,0,0.5,1-1,#e8e8e8
AH-14,Safety,Safety marks,Night Lights,0,0.53,1-2,#ace4e4
M-15,Safety,Safety marks,Night Lights,79,0.43,3-1,#be64ac
G-15,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
AA-9,Safety,Safety marks,Night Lights,48,0.4,3-1,#be64ac
W-5,Safety,Safety marks,Night Lights,0,0.51,1-1,#e8e8e8
Z-13,Safety,Safety marks,Night Lights,24,0.46,3-1,#be64ac
AG-14,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
W-18,Safety,Safety marks,Night Lights,0,0.83,1-3,#5ac8c8
W-11,Safety,Safety marks,Night Lights,50,0.36,3-1,#be64ac
AH-21,Safety,Safety marks,Night Lights,0,0.63,1-3,#5ac8c8
AG-9,Safety,Safety marks,Night Lights,7,0.5,2-1,#dfb0d6
X-12,Safety,Safety marks,Night Lights,31,0.48,3-1,#be64ac
AD-20,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
G-12,Safety,Safety marks,Night Lights,0,0.38,1-1,#e8e8e8
AK-7,Safety,Safety marks,Night Lights,0,0.69,1-3,#5ac8c8
H-8,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
K-23,Safety,Safety marks,Night Lights,0,0.9,1-3,#5ac8c8
K-7,Safety,Safety marks,Night Lights,0,0.83,1-3,#5ac8c8
E-10,Safety,Safety marks,Night Lights,0,0.46,1-1,#e8e8e8
I-18,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
E-14,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
O-26,Safety,Safety marks,Night Lights,0,0.78,1-3,#5ac8c8
Y-18,Safety,Safety marks,Night Lights,10,0.61,3-3,#3b4994
R-23,Safety,Safety marks,Night Lights,2,0.85,2-3,#5698b9
Y-12,Safety,Safety marks,Night Lights,40,0.46,3-1,#be64ac
P-22,Safety,Safety marks,Night Lights,2,0.55,2-2,#a5b4c2
AC-6,Safety,Safety marks,Night Lights,1,0.62,2-3,#5698b9
AJ-15,Safety,Safety marks,Night Lights,0,0.57,1-2,#ace4e4
J-14,Safety,Safety marks,Night Lights,105,0.42,3-1,#be64ac
Q-13,Safety,Safety marks,Night Lights,278,0.41,3-1,#be64ac
AE-14,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
L-21,Safety,Safety marks,Night Lights,1,0.65,2-3,#5698b9
AH-9,Safety,Safety marks,Night Lights,33,0.44,3-1,#be64ac
P-21,Safety,Safety marks,Night Lights,0,0.54,1-2,#ace4e4
AH-19,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
T-17,Safety,Safety marks,Night Lights,17,0.52,3-2,#8c62aa
J-8,Safety,Safety marks,Night Lights,0,0.74,1-3,#5ac8c8
AF-9,Safety,Safety marks,Night Lights,8,0.4,2-1,#dfb0d6
AC-10,Safety,Safety marks,Night Lights,14,0.69,3-3,#3b4994
Z-3,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
U-4,Safety,Safety marks,Night Lights,3,0.52,2-2,#a5b4c2
AE-18,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
M-20,Safety,Safety marks,Night Lights,1,0.62,2-3,#5698b9
Q-6,Safety,Safety marks,Night Lights,1,0.62,2-3,#5698b9
L-24,Safety,Safety marks,Night Lights,0,0.65,1-3,#5ac8c8
AA-3,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AD-11,Safety,Safety marks,Night Lights,7,0.65,2-3,#5698b9
X-10,Safety,Safety marks,Night Lights,33,0.27,3-1,#be64ac
K-21,Safety,Safety marks,Night Lights,0,0.39,1-1,#e8e8e8
N-19,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
G-16,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
U-16,Safety,Safety marks,Night Lights,81,0.5,3-1,#be64ac
Z-12,Safety,Safety marks,Night Lights,22,0.43,3-1,#be64ac
M-9,Safety,Safety marks,Night Lights,1,0.79,2-3,#5698b9
J-16,Safety,Safety marks,Night Lights,34,0.41,3-1,#be64ac
G-10,Safety,Safety marks,Night Lights,0,0.48,1-1,#e8e8e8
AB-14,Safety,Safety marks,Night Lights,12,0.24,3-1,#be64ac
AH-8,Safety,Safety marks,Night Lights,0,0.25,1-1,#e8e8e8
L-16,Safety,Safety marks,Night Lights,42,0.5,3-1,#be64ac
AI-8,Safety,Safety marks,Night Lights,7,0.53,2-2,#a5b4c2
AL-11,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
AF-11,Safety,Safety marks,Night Lights,5,0.7,2-3,#5698b9
K-20,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
M-8,Safety,Safety marks,Night Lights,0,0.77,1-3,#5ac8c8
AA-2,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
AF-6,Safety,Safety marks,Night Lights,0,0.66,1-3,#5ac8c8
AB-6,Safety,Safety marks,Night Lights,2,0.63,2-3,#5698b9
AB-16,Safety,Safety marks,Night Lights,13,0.68,3-3,#3b4994
S-19,Safety,Safety marks,Night Lights,358,0.51,3-1,#be64ac
AG-8,Safety,Safety marks,Night Lights,7,0.22,2-1,#dfb0d6
Q-20,Safety,Safety marks,Night Lights,28,0.47,3-1,#be64ac
AA-5,Safety,Safety marks,Night Lights,13,0.51,3-2,#8c62aa
S-11,Safety,Safety marks,Night Lights,169,0.14,3-1,#be64ac
J-10,Safety,Safety marks,Night Lights,0,0.81,1-3,#5ac8c8
I-20,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
AI-11,Safety,Safety marks,Night Lights,3,0.67,2-3,#5698b9
Y-7,Safety,Safety marks,Night Lights,11,0.53,3-2,#8c62aa
AB-11,Safety,Safety marks,Night Lights,32,0.54,3-2,#8c62aa
R-6,Safety,Safety marks,Night Lights,2,0.72,2-3,#5698b9
Q-7,Safety,Safety marks,Night Lights,3,0.53,2-2,#a5b4c2
Y-5,Safety,Safety marks,Night Lights,25,0.54,3-2,#8c62aa
AD-19,Safety,Safety marks,Night Lights,0,0.69,1-3,#5ac8c8
T-9,Safety,Safety marks,Night Lights,82,0.31,3-1,#be64ac
N-17,Safety,Safety marks,Night Lights,0,0.66,1-3,#5ac8c8
AJ-21,Safety,Safety marks,Night Lights,0,0.75,1-3,#5ac8c8
T-14,Safety,Safety marks,Night Lights,103,0.35,3-1,#be64ac
U-21,Safety,Safety marks,Night Lights,1,0.57,2-2,#a5b4c2
J-18,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
K-18,Safety,Safety marks,Night Lights,0,0.53,1-2,#ace4e4
E-9,Safety,Safety marks,Night Lights,0,0.48,1-1,#e8e8e8
K-19,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
AC-15,Safety,Safety marks,Night Lights,31,0.55,3-2,#8c62aa
F-10,Safety,Safety marks,Night Lights,0,0.44,1-1,#e8e8e8
K-13,Safety,Safety marks,Night Lights,35,0.62,3-3,#3b4994
U-17,Safety,Safety marks,Night Lights,19,0.53,3-2,#8c62aa
Q-22,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
V-8,Safety,Safety marks,Night Lights,35,0.46,3-1,#be64ac
V-16,Safety,Safety marks,Night Lights,71,0.39,3-1,#be64ac
AG-16,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
M-21,Safety,Safety marks,Night Lights,7,0.74,2-3,#5698b9
O-16,Safety,Safety marks,Night Lights,3,0.75,2-3,#5698b9
AK-20,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
Z-4,Safety,Safety marks,Night Lights,3,0.56,2-2,#a5b4c2
G-9,Safety,Safety marks,Night Lights,0,0.2,1-1,#e8e8e8
AH-12,Safety,Safety marks,Night Lights,4,0.52,2-2,#a5b4c2
AB-4,Safety,Safety marks,Night Lights,1,0.6,2-2,#a5b4c2
W-15,Safety,Safety marks,Night Lights,12,0.43,3-1,#be64ac
K-12,Safety,Safety marks,Night Lights,8,0.57,2-2,#a5b4c2
R-7,Safety,Safety marks,Night Lights,5,0.51,2-1,#dfb0d6
AG-20,Safety,Safety marks,Night Lights,0,0.66,1-3,#5ac8c8
AC-14,Safety,Safety marks,Night Lights,66,0.52,3-2,#8c62aa
Q-23,Safety,Safety marks,Night Lights,2,0.61,2-3,#5698b9
AA-11,Safety,Safety marks,Night Lights,3,0.57,2-2,#a5b4c2
AH-18,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
AB-9,Safety,Safety marks,Night Lights,26,0.63,3-3,#3b4994
AK-17,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
T-8,Safety,Safety marks,Night Lights,9,0.68,2-3,#5698b9
N-21,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
X-17,Safety,Safety marks,Night Lights,35,0.38,3-1,#be64ac
O-12,Safety,Safety marks,Night Lights,5,0.59,2-2,#a5b4c2
I-16,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
R-22,Safety,Safety marks,Night Lights,5,0.7,2-3,#5698b9
S-14,Safety,Safety marks,Night Lights,30,0.41,3-1,#be64ac
T-7,Safety,Safety marks,Night Lights,4,0.56,2-2,#a5b4c2
V-23,Safety,Safety marks,Night Lights,0,0.63,1-3,#5ac8c8
T-24,Safety,Safety marks,Night Lights,1,0.49,2-1,#dfb0d6
S-13,Safety,Safety marks,Night Lights,117,0.43,3-1,#be64ac
AJ-18,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
AK-8,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
H-18,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
AM-12,Safety,Safety marks,Night Lights,0,0.85,1-3,#5ac8c8
AF-10,Safety,Safety marks,Night Lights,14,0.61,3-3,#3b4994
N-13,Safety,Safety marks,Night Lights,16,0.63,3-3,#3b4994
I-15,Safety,Safety marks,Night Lights,13,0.41,3-1,#be64ac
N-15,Safety,Safety marks,Night Lights,6,0.51,2-2,#a5b4c2
S-7,Safety,Safety marks,Night Lights,25,0.52,3-2,#8c62aa
S-12,Safety,Safety marks,Night Lights,397,0.17,3-1,#be64ac
P-19,Safety,Safety marks,Night Lights,1,0.69,2-3,#5698b9
L-17,Safety,Safety marks,Night Lights,30,0.56,3-2,#8c62aa
P-11,Safety,Safety marks,Night Lights,4,0.53,2-2,#a5b4c2
AG-13,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
AN-12,Safety,Safety marks,Night Lights,0,0.85,1-3,#5ac8c8
AJ-13,Safety,Safety marks,Night Lights,8,0.59,2-2,#a5b4c2
K-15,Safety,Safety marks,Night Lights,58,0.48,3-1,#be64ac
AH-11,Safety,Safety marks,Night Lights,8,0.68,2-3,#5698b9
AC-16,Safety,Safety marks,Night Lights,34,0.5,3-1,#be64ac
S-4,Safety,Safety marks,Night Lights,0,0.65,1-3,#5ac8c8
AJ-11,Safety,Safety marks,Night Lights,0,0.87,1-3,#5ac8c8
AC-7,Safety,Safety marks,Night Lights,0,0.51,1-1,#e8e8e8
R-10,Safety,Safety marks,Night Lights,13,0.56,3-2,#8c62aa
AH-17,Safety,Safety marks,Night Lights,1,0.64,2-3,#5698b9
AD-7,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
N-22,Safety,Safety marks,Night Lights,86,0.45,3-1,#be64ac
Q-9,Safety,Safety marks,Night Lights,41,0.43,3-1,#be64ac
V-6,Safety,Safety marks,Night Lights,2,0.59,2-2,#a5b4c2
P-16,Safety,Safety marks,Night Lights,1,0.7,2-3,#5698b9
AG-19,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
O-18,Safety,Safety marks,Night Lights,0,0.7,1-3,#5ac8c8
G-14,Safety,Safety marks,Night Lights,2,0.56,2-2,#a5b4c2
Y-6,Safety,Safety marks,Night Lights,67,0.41,3-1,#be64ac
G-11,Safety,Safety marks,Night Lights,0,0.49,1-1,#e8e8e8
P-10,Safety,Safety marks,Night Lights,17,0.52,3-2,#8c62aa
X-4,Safety,Safety marks,Night Lights,5,0.64,2-3,#5698b9
O-5,Safety,Safety marks,Night Lights,1,0.73,2-3,#5698b9
AB-5,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
R-11,Safety,Safety marks,Night Lights,35,0.45,3-1,#be64ac
Q-21,Safety,Safety marks,Night Lights,14,0.54,3-2,#8c62aa
U-9,Safety,Safety marks,Night Lights,26,0.24,3-1,#be64ac
V-24,Safety,Safety marks,Night Lights,0,0.66,1-3,#5ac8c8
AL-17,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
R-5,Safety,Safety marks,Night Lights,0,0.83,1-3,#5ac8c8
D-9,Safety,Safety marks,Night Lights,0,0.66,1-3,#5ac8c8
X-22,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AA-6,Safety,Safety marks,Night Lights,24,0.64,3-3,#3b4994
AF-13,Safety,Safety marks,Night Lights,0,0.5,1-1,#e8e8e8
L-9,Safety,Safety marks,Night Lights,0,0.66,1-3,#5ac8c8
AM-13,Safety,Safety marks,Night Lights,14,0.64,3-3,#3b4994
O-8,Safety,Safety marks,Night Lights,0,0.73,1-3,#5ac8c8
K-14,Safety,Safety marks,Night Lights,5,0.45,2-1,#dfb0d6
P-9,Safety,Safety marks,Night Lights,10,0.52,3-2,#8c62aa
P-12,Safety,Safety marks,Night Lights,32,0.48,3-1,#be64ac
AF-5,Safety,Safety marks,Night Lights,0,0.51,1-2,#ace4e4
O-13,Safety,Safety marks,Night Lights,69,0.53,3-2,#8c62aa
AI-17,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
H-16,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
AK-9,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
W-22,Safety,Safety marks,Night Lights,0,0.61,1-3,#5ac8c8
AE-8,Safety,Safety marks,Night Lights,2,0.64,2-3,#5698b9
X-6,Safety,Safety marks,Night Lights,0,0.51,1-2,#ace4e4
H-11,Safety,Safety marks,Night Lights,0,0.45,1-1,#e8e8e8
V-12,Safety,Safety marks,Night Lights,129,0.51,3-1,#be64ac
T-20,Safety,Safety marks,Night Lights,55,0.74,3-3,#3b4994
K-10,Safety,Safety marks,Night Lights,9,0.77,2-3,#5698b9
AB-19,Safety,Safety marks,Night Lights,1,0.55,2-2,#a5b4c2
AE-11,Safety,Safety marks,Night Lights,28,0.5,3-1,#be64ac
Q-16,Safety,Safety marks,Night Lights,14,0.56,3-2,#8c62aa
Z-18,Safety,Safety marks,Night Lights,45,0.43,3-1,#be64ac
AC-13,Safety,Safety marks,Night Lights,9,0.46,2-1,#dfb0d6
AE-10,Safety,Safety marks,Night Lights,38,0.58,3-2,#8c62aa
T-5,Safety,Safety marks,Night Lights,10,0.61,3-3,#3b4994
P-20,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AJ-16,Safety,Safety marks,Night Lights,0,0.71,1-3,#5ac8c8
AG-17,Safety,Safety marks,Night Lights,2,0.56,2-2,#a5b4c2
T-19,Safety,Safety marks,Night Lights,71,0.52,3-2,#8c62aa
I-10,Safety,Safety marks,Night Lights,8,0.57,2-2,#a5b4c2
AL-13,Safety,Safety marks,Night Lights,1,0.6,2-2,#a5b4c2
T-18,Safety,Safety marks,Night Lights,64,0.62,3-3,#3b4994
Q-24,Safety,Safety marks,Night Lights,0,0.49,1-1,#e8e8e8
AJ-17,Safety,Safety marks,Night Lights,1,0.66,2-3,#5698b9
V-11,Safety,Safety marks,Night Lights,170,0.46,3-1,#be64ac
M-23,Safety,Safety marks,Night Lights,2,0.6,2-2,#a5b4c2
H-12,Safety,Safety marks,Night Lights,0,0.54,1-2,#ace4e4
R-16,Safety,Safety marks,Night Lights,22,0.45,3-1,#be64ac
K-9,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
AC-5,Safety,Safety marks,Night Lights,0,0.54,1-2,#ace4e4
T-23,Safety,Safety marks,Night Lights,2,0.51,2-2,#a5b4c2
J-9,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
T-13,Safety,Safety marks,Night Lights,94,0.27,3-1,#be64ac
AI-19,Safety,Safety marks,Night Lights,1,0.61,2-3,#5698b9
P-24,Safety,Safety marks,Night Lights,7,0.47,2-1,#dfb0d6
Z-9,Safety,Safety marks,Night Lights,52,0.44,3-1,#be64ac
AM-10,Safety,Safety marks,Night Lights,0,0.71,1-3,#5ac8c8
P-6,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AF-8,Safety,Safety marks,Night Lights,0,0.54,1-2,#ace4e4
AJ-10,Safety,Safety marks,Night Lights,0,0.55,1-2,#ace4e4
X-18,Safety,Safety marks,Night Lights,88,0.49,3-1,#be64ac
X-5,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
W-21,Safety,Safety marks,Night Lights,3,0.47,2-1,#dfb0d6
AA-13,Safety,Safety marks,Night Lights,3,0.36,2-1,#dfb0d6
O-19,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
AC-18,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
AC-4,Safety,Safety marks,Night Lights,1,0.64,2-3,#5698b9
AI-18,Safety,Safety marks,Night Lights,0,0.64,1-3,#5ac8c8
AB-15,Safety,Safety marks,Night Lights,81,0.33,3-1,#be64ac
L-26,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
M-14,Safety,Safety marks,Night Lights,11,0.66,3-3,#3b4994
U-18,Safety,Safety marks,Night Lights,19,0.53,3-2,#8c62aa
N-9,Safety,Safety marks,Night Lights,1,0.78,2-3,#5698b9
P-14,Safety,Safety marks,Night Lights,8,0.59,2-2,#a5b4c2
Y-9,Safety,Safety marks,Night Lights,102,0.35,3-1,#be64ac
N-20,Safety,Safety marks,Night Lights,0,0.48,1-1,#e8e8e8
J-20,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
N-12,Safety,Safety marks,Night Lights,19,0.57,3-2,#8c62aa
